RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,302,6906,135507,Wren Academy Finchley,AC,0,0,155,141,2,118,4,114,0,21,10,4,91%,1%,76%,3%,74%,0%,14%,6%,3%,24,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,4%,SUPP,131,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,7%,SUPP,154,141,2,118,4,114,0,21,9,4,92%,1%,77%,3%,74%,0%,14%,6%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,8000,130425,Barnet and Southgate College,General Further Education College,0,0,1120,727,32,423,197,222,4,272,267,126,65%,3%,38%,18%,20%,SP,24%,24%,11%,377,230,10,118,45,72,1,102,110,37,61%,3%,31%,12%,19%,SP,27%,29%,10%,743,497,22,305,152,150,3,170,157,89,67%,3%,41%,20%,20%,SP,23%,21%,12%,565,419,10,272,57,215,0,137,104,42,74%,2%,48%,10%,38%,0%,24%,18%,7%,206,139,3,92,21,71,0,44,50,17,67%,1%,45%,10%,34%,0%,21%,24%,8%,359,280,7,180,36,144,0,93,54,25,78%,2%,50%,10%,40%,0%,26%,15%,7%,285,165,9,73,66,5,2,83,85,35,58%,3%,26%,23%,2%,1%,29%,30%,12%,103,57,3,17,16,SUPP,SUPP,37,33,13,55%,3%,17%,16%,SUPP,SUPP,36%,32%,13%,182,108,6,56,50,SUPP,SUPP,46,52,22,59%,3%,31%,27%,SUPP,SUPP,25%,29%,12%,270,143,13,78,74,2,2,52,78,49,53%,5%,29%,27%,1%,1%,19%,29%,18%,68,34,4,9,8,SUPP,SUPP,21,27,7,50%,6%,13%,12%,SUPP,SUPP,31%,40%,10%,202,109,9,69,66,SUPP,SUPP,31,51,42,54%,4%,34%,33%,SUPP,SUPP,15%,25%,21%
1,302,8600,148421,Woodhouse College,ACC1619,0,0,727,633,10,526,13,513,0,97,50,44,87%,1%,72%,2%,71%,0%,13%,7%,6%,139,119,3,99,2,97,0,17,12,8,86%,2%,71%,1%,70%,0%,12%,9%,6%,588,514,7,427,11,416,0,80,38,36,87%,1%,73%,2%,71%,0%,14%,6%,6%,720,631,10,526,13,513,0,95,49,40,88%,1%,73%,2%,71%,0%,13%,7%,6%,137,SUPP,3,99,2,97,0,SUPP,SUPP,7,SUPP,2%,72%,1%,71%,0%,SUPP,SUPP,5%,583,SUPP,7,427,11,416,0,SUPP,SUPP,33,SUPP,1%,73%,2%,71%,0%,SUPP,SUPP,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,0,0,0,0,2,1,4,29%,0%,0%,0%,0%,0%,29%,14%,57%,2,SUPP,0,0,0,0,0,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,SUPP,SUPP,5,SUPP,0,0,0,0,0,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,SUPP,SUPP
LA,302,,,,,,,4688,3688,103,2844,271,2555,18,741,573,427,79%,2%,61%,6%,55%,SP,16%,12%,9%,1080,810,25,605,65,540,5,180,190,85,75%,2%,56%,6%,50%,SP,17%,17%,8%,3605,2875,80,2235,210,2015,15,560,385,345,80%,2%,62%,6%,56%,SP,16%,11%,10%,4032,3330,67,2691,129,2548,14,572,380,322,83%,2%,67%,3%,63%,SP,14%,9%,8%,890,710,15,580,40,540,5,115,120,60,80%,2%,65%,4%,61%,SP,13%,13%,7%,3145,2620,55,2110,90,2010,10,455,260,265,83%,2%,67%,3%,64%,SP,15%,8%,8%,327,186,11,73,66,5,2,102,98,43,57%,3%,22%,20%,2%,1%,31%,30%,13%,115,60,5,15,15,SUPP,SUPP,40,40,15,54%,3%,15%,14%,SUPP,SUPP,36%,34%,12%,215,125,10,55,50,SUPP,SUPP,60,60,30,58%,4%,26%,23%,SUPP,SUPP,29%,28%,14%,329,172,25,80,76,2,2,67,95,62,52%,8%,24%,23%,1%,1%,20%,29%,19%,80,40,5,10,10,SUPP,SUPP,25,30,10,49%,9%,11%,10%,SUPP,SUPP,29%,39%,13%,250,135,20,70,70,SUPP,SUPP,45,65,50,53%,7%,29%,27%,SUPP,SUPP,18%,26%,21%
1,308,4007,143197,Edmonton County School,ACC,0,0,100,85,3,70,0,66,4,12,8,7,85%,3%,70%,0%,66%,4%,12%,8%,7%,34,29,1,23,0,SUPP,SUPP,5,2,3,85%,3%,68%,0%,SUPP,SUPP,15%,6%,9%,66,56,2,47,0,SUPP,SUPP,7,6,4,85%,3%,71%,0%,SUPP,SUPP,11%,9%,6%,90,82,2,70,0,66,4,10,4,4,91%,2%,78%,0%,73%,4%,11%,4%,4%,32,SUPP,SUPP,23,0,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,72%,0%,SUPP,SUPP,SUPP,SUPP,6%,58,SUPP,SUPP,47,0,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,81%,0%,SUPP,SUPP,SUPP,SUPP,3%,8,3,1,0,0,0,0,2,3,2,38%,13%,0%,0%,0%,0%,25%,38%,25%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,4015,136327,Kingsmead School,ACC,0,0,113,99,5,81,7,74,0,13,8,6,88%,4%,72%,6%,65%,0%,12%,7%,5%,33,27,SUPP,SUPP,SUPP,SUPP,0,4,SUPP,SUPP,82%,SUPP,SUPP,SUPP,SUPP,0%,12%,SUPP,SUPP,80,72,SUPP,SUPP,SUPP,SUPP,0,9,SUPP,SUPP,90%,SUPP,SUPP,SUPP,SUPP,0%,11%,SUPP,SUPP,110,97,4,81,7,74,0,12,7,6,88%,4%,74%,6%,67%,0%,11%,6%,5%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,4026,102045,Winchmore School,CY,0,0,204,170,7,135,5,108,22,28,20,14,83%,3%,66%,2%,53%,11%,14%,10%,7%,57,46,3,34,SUPP,25,SUPP,9,8,3,81%,5%,60%,SUPP,44%,SUPP,16%,14%,5%,147,124,4,101,SUPP,83,SUPP,19,12,11,84%,3%,69%,SUPP,56%,SUPP,13%,8%,7%,187,162,4,135,5,108,22,23,15,10,87%,2%,72%,3%,58%,12%,12%,8%,5%,49,42,SUPP,34,SUPP,25,SUPP,SUPP,6,1,86%,SUPP,69%,SUPP,51%,SUPP,SUPP,12%,2%,138,120,SUPP,101,SUPP,83,SUPP,SUPP,9,9,87%,SUPP,73%,SUPP,60%,SUPP,SUPP,7%,7%,6,1,0,0,0,0,0,1,3,2,17%,0%,0%,0%,0%,0%,17%,50%,33%,2,SUPP,0,0,0,0,0,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,SUPP,SUPP,4,SUPP,0,0,0,0,0,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,SUPP,SUPP,11,7,3,0,0,0,0,4,2,2,64%,27%,0%,0%,0%,0%,36%,18%,18%,6,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP,5,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP
1,308,4029,142727,Southgate School,ACC,0,0,114,98,5,81,3,78,0,12,12,4,86%,4%,71%,3%,68%,0%,11%,11%,4%,24,21,SUPP,18,1,17,0,SUPP,SUPP,SUPP,88%,SUPP,75%,4%,71%,0%,SUPP,SUPP,SUPP,90,77,SUPP,63,2,61,0,SUPP,SUPP,SUPP,86%,SUPP,70%,2%,68%,0%,SUPP,SUPP,SUPP,110,96,3,81,3,78,0,12,12,2,87%,3%,74%,3%,71%,0%,11%,11%,2%,23,SUPP,SUPP,18,1,17,0,SUPP,SUPP,SUPP,SUPP,SUPP,78%,4%,74%,0%,SUPP,SUPP,SUPP,87,SUPP,SUPP,63,2,61,0,SUPP,SUPP,SUPP,SUPP,SUPP,72%,2%,70%,0%,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,4030,102048,Enfield County School for Girls,CY,0,0,85,76,0,70,4,64,2,6,8,1,89%,0%,82%,5%,75%,2%,7%,9%,1%,12,10,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,83%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,73,66,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,90%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,83,75,0,70,4,64,2,5,7,1,90%,0%,84%,5%,77%,2%,6%,8%,1%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,4037,102049,Chace Community School,CY,0,0,109,82,5,57,10,46,1,20,16,11,75%,5%,52%,9%,42%,1%,18%,15%,10%,30,22,SUPP,15,SUPP,SUPP,SUPP,SUPP,4,4,73%,SUPP,50%,SUPP,SUPP,SUPP,SUPP,13%,13%,79,60,SUPP,42,SUPP,SUPP,SUPP,SUPP,12,7,76%,SUPP,53%,SUPP,SUPP,SUPP,SUPP,15%,9%,99,77,5,55,8,46,1,17,14,8,78%,5%,56%,8%,46%,1%,17%,14%,8%,28,21,SUPP,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,75%,SUPP,SUPP,SUPP,SUPP,SUPP,18%,SUPP,SUPP,71,56,SUPP,SUPP,SUPP,SUPP,SUPP,12,SUPP,SUPP,79%,SUPP,SUPP,SUPP,SUPP,SUPP,17%,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,5404,137094,Enfield Grammar School,ACC,0,0,96,78,8,54,2,51,1,16,11,7,81%,8%,56%,2%,53%,1%,17%,11%,7%,19,15,1,11,0,SUPP,SUPP,3,2,2,79%,5%,58%,0%,SUPP,SUPP,16%,11%,11%,77,63,7,43,2,SUPP,SUPP,13,9,5,82%,9%,56%,3%,SUPP,SUPP,17%,12%,6%,91,75,6,54,2,51,1,15,10,6,82%,7%,59%,2%,56%,1%,16%,11%,7%,18,SUPP,1,11,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,6%,61%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,73,SUPP,5,43,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7%,59%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,308,6905,134311,Oasis Academy Enfield,AC,0,0,50,40,2,34,0,34,0,4,8,2,80%,4%,68%,0%,68%,0%,8%,16%,4%,27,20,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,74%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,23,20,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,87%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,44,38,1,34,0,34,0,3,6,0,86%,2%,77%,0%,77%,0%,7%,14%,0%,22,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,22,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
